"Age (years)","Series 1 (y)","Series 1 (value)"
25,"Brain - Putamen (basal ganglia)",1.23900633343505
25,"Brain - Cerebellum",0.97658417642774
25,"Brain - Cerebellar Hemisphere",0.830714279532021
25,"Brain - Cortex",0.89375373501066
25,"Adrenal Gland",-1.02457546014413
25,"Muscle - Skeletal",-0.219451874563073
25,"Nerve - Tibial",-0.912325095454995
25,"Prostate",-0.967952424588723
25,"Whole Blood",-0.946540002192103
25,"Breast - Mammary Tissue",-1.40360695132266
25,"Pituitary",-1.51280416504358
25,"Vagina",-1.41942033864834
25,"Pancreas",-1.32173713905983
25,"Stomach",-1.61176085227319
25,"Minor Salivary Gland",-1.61438978993586
25,"Small Intestine - Terminal Ileum",-1.49338073566501
25,"Artery - Coronary",-1.46494834819208
25,"Lung",-1.70116568285397
25,"Kidney - Cortex",
25,"Liver",-1.66497086678747
25,"Spleen",-1.78316690309814
25,"Esophagus - Gastroesophageal Junction",-1.51949979173875
25,"Esophagus - Muscularis",-1.64120456450749
25,"Brain - Amygdala",-0.821120171049234
25,"Thyroid",-0.719978840914129
25,"Brain - Hypothalamus",-0.730578768593691
25,"Brain - Substantia nigra",-0.289276018235601
25,"Testis",0.146682818258497
25,"Artery - Aorta",-0.550300917063181
25,"Cells - Cultured fibroblasts",-0.0341353579119267
25,"Adipose - Visceral (Omentum)",-0.996436467218176
25,"Colon - Sigmoid",-1.15809683280498
25,"Skin - Not Sun Exposed (Suprapubic)",-0.357960893476282
25,"Brain - Spinal cord (cervical c-1)",-0.729506376118514
25,"Colon - Transverse",-1.09852267038106
25,"Uterus",-1.15619346180199
25,"Artery - Tibial",-0.629733528725484
25,"Ovary",-0.441063859532853
26,"Esophagus - Mucosa",-0.944086455136534
26,"Heart - Left Ventricle",-0.341682341447217
26,"Skin - Sun Exposed (Lower leg)",0.932363067753846
26,"Brain - Caudate (basal ganglia)",0.918491644604574
26,"Cells - EBV-transformed lymphocytes",1.06818766817336
26,"Brain - Nucleus accumbens (basal ganglia)",1.39035276617726
26,"Adipose - Subcutaneous",1.56713667165609
26,"Brain - Frontal Cortex (BA9)",1.42311034364421
26,"Brain - Hippocampus",1.48894804195761
26,"Heart - Atrial Appendage",1.0858813076717
26,"Brain - Anterior cingulate cortex (BA24)",1.39489756603551
26,"Brain - Putamen (basal ganglia)",1.24924380112376
26,"Brain - Cerebellum",0.949958844451226
26,"Brain - Cerebellar Hemisphere",0.930948120782636
26,"Brain - Cortex",0.960892298707269
26,"Adrenal Gland",-0.972746704530189
26,"Muscle - Skeletal",-0.316651558549687
26,"Nerve - Tibial",-0.899170827472418
26,"Prostate",-0.957172982879208
26,"Whole Blood",-0.940896820269258
26,"Breast - Mammary Tissue",-1.39261864169146
26,"Pituitary",-1.46044472335974
26,"Vagina",-1.39183221852503
26,"Pancreas",-1.2325824689648
26,"Stomach",-1.46518821199308
26,"Minor Salivary Gland",-1.50743785129776
26,"Small Intestine - Terminal Ileum",-1.44293971202226
26,"Artery - Coronary",-1.34018227458192
26,"Lung",-1.53178612104821
26,"Kidney - Cortex",
26,"Liver",-1.31233774438494
26,"Spleen",-1.51215803526134
26,"Esophagus - Gastroesophageal Junction",-1.27922694882272
26,"Esophagus - Muscularis",-1.5149546903744
26,"Brain - Amygdala",-0.515572301911641
26,"Thyroid",-0.496988500166225
26,"Brain - Hypothalamus",-0.336552400722706
26,"Brain - Substantia nigra",0.0402632260980921
26,"Testis",0.446852370153856
26,"Artery - Aorta",-0.254070643707404
26,"Cells - Cultured fibroblasts",0.161005041731271
26,"Adipose - Visceral (Omentum)",-0.719712038721201
26,"Colon - Sigmoid",-0.98285354351254
26,"Skin - Not Sun Exposed (Suprapubic)",-0.26567661656229
26,"Brain - Spinal cord (cervical c-1)",-0.652770209810542
26,"Colon - Transverse",-0.973657713943911
26,"Uterus",-0.982407235778699
26,"Artery - Tibial",-0.518023684917083
26,"Ovary",-0.320630193668215
27,"Esophagus - Mucosa",-1.09176850080368
27,"Heart - Left Ventricle",-0.474257117577657
27,"Skin - Sun Exposed (Lower leg)",0.618302836580903
27,"Brain - Caudate (basal ganglia)",0.840068799989379
27,"Cells - EBV-transformed lymphocytes",0.998539973422496
27,"Brain - Nucleus accumbens (basal ganglia)",1.35592891268549
27,"Adipose - Subcutaneous",1.38583602179254
27,"Brain - Frontal Cortex (BA9)",1.30122948434478
27,"Brain - Hippocampus",1.35465011626042
27,"Heart - Atrial Appendage",1.03824728618655
27,"Brain - Anterior cingulate cortex (BA24)",1.34242706496808
27,"Brain - Putamen (basal ganglia)",1.2472227513338
27,"Brain - Cerebellum",0.92460634752702
27,"Brain - Cerebellar Hemisphere",1.01638456056195
27,"Brain - Cortex",1.01840289036024
27,"Adrenal Gland",-0.922929803658267
27,"Muscle - Skeletal",-0.404824471169362
27,"Nerve - Tibial",-0.884115666226156
27,"Prostate",-0.944765705332688
27,"Whole Blood",-0.930066719975953
27,"Breast - Mammary Tissue",-1.37454759793654
27,"Pituitary",-1.39842895784709
27,"Vagina",-1.35821508948762
27,"Pancreas",-1.1473694151017
27,"Stomach",-1.32371507559656
27,"Minor Salivary Gland",-1.40188330676157
27,"Small Intestine - Terminal Ileum",-1.38687485661791
27,"Artery - Coronary",-1.22004357046275
27,"Lung",-1.36715415761688
27,"Kidney - Cortex",-2.84776490333664
27,"Liver",-0.984785426635273
27,"Spleen",-1.25537595840764
27,"Esophagus - Gastroesophageal Junction",-1.05200027990374
27,"Esophagus - Muscularis",-1.3862303532321
27,"Brain - Amygdala",-0.241140782051621
27,"Thyroid",-0.286167113743241
27,"Brain - Hypothalamus",0.0102009623991224
27,"Brain - Substantia nigra",0.320181611991016
27,"Testis",0.715388057082195
27,"Artery - Aorta",0.01865094305143
27,"Cells - Cultured fibroblasts",0.341004561228973
27,"Adipose - Visceral (Omentum)",-0.460910237127685
27,"Colon - Sigmoid",-0.814380442615527
27,"Skin - Not Sun Exposed (Suprapubic)",-0.173055014343371
27,"Brain - Spinal cord (cervical c-1)",-0.579320147755554
27,"Colon - Transverse",-0.854440177449079
27,"Uterus",-0.816701096766559
27,"Artery - Tibial",-0.407663629694427
27,"Ovary",-0.208352000891386
28,"Esophagus - Mucosa",-1.21058613680203
28,"Heart - Left Ventricle",-0.57700402855041
28,"Skin - Sun Exposed (Lower leg)",0.330066743465464
28,"Brain - Caudate (basal ganglia)",0.767594952154377
28,"Cells - EBV-transformed lymphocytes",0.929540711118466
28,"Brain - Nucleus accumbens (basal ganglia)",1.31275439916928
28,"Adipose - Subcutaneous",1.21443734037124
28,"Brain - Frontal Cortex (BA9)",1.18143626831834
28,"Brain - Hippocampus",1.22079302136451
28,"Heart - Atrial Appendage",0.991337732377118
28,"Brain - Anterior cingulate cortex (BA24)",1.28461391973955
28,"Brain - Putamen (basal ganglia)",1.23377359064188
28,"Brain - Cerebellum",0.900241831424076
28,"Brain - Cerebellar Hemisphere",1.08724891341029
28,"Brain - Cortex",1.06626369090435
28,"Adrenal Gland",-0.874456772584193
28,"Muscle - Skeletal",-0.484071713498821
28,"Nerve - Tibial",-0.867199360830746
28,"Prostate",-0.930691845528418
28,"Whole Blood",-0.91437896613302
28,"Breast - Mammary Tissue",-1.34960103783915
28,"Pituitary",-1.32729807503832
28,"Vagina",-1.31865954189197
28,"Pancreas",-1.06599060883959
28,"Stomach",-1.18733117520724
28,"Minor Salivary Gland",-1.29765299503639
28,"Small Intestine - Terminal Ileum",-1.3246693525272
28,"Artery - Coronary",-1.10447514365618
28,"Lung",-1.20746132773262
28,"Kidney - Cortex",-2.47993725762757
28,"Liver",-0.682297233810592
28,"Spleen",-1.01265092942833
28,"Esophagus - Gastroesophageal Junction",-0.83767692040725
28,"Esophagus - Muscularis",-1.25470299507987
28,"Brain - Amygdala",0.00331168149655496
28,"Thyroid",-0.0875280164175524
28,"Brain - Hypothalamus",0.311598820877757
28,"Brain - Substantia nigra",0.553050881097088
28,"Testis",0.952931717653698
28,"Artery - Aorta",0.268102697566986
28,"Cells - Cultured fibroblasts",0.506057178167281
28,"Adipose - Visceral (Omentum)",-0.22014035170348
28,"Colon - Sigmoid",-0.652588518620867
28,"Skin - Not Sun Exposed (Suprapubic)",-0.080252906390035
28,"Brain - Spinal cord (cervical c-1)",-0.509353674788361
28,"Colon - Transverse",-0.741021151686158
28,"Uterus",-0.657126629463097
28,"Artery - Tibial",-0.298851789745252
28,"Ovary",-0.104254585075409
29,"Esophagus - Mucosa",-1.30067487514562
