GeneID,SRR8750637,SRR8750669,SRR8750701
NDUFA1,486.074341,679.992432,479.895752
NDUFA10,208.368256,174.21077,178.014114
NDUFA11,504.91391,577.982178,529.571228
NDUFA12,237.048157,272.210999,210.641098
NDUFA13,809.062317,1171.440063,978.83252
NDUFA2,231.890015,373.149414,261.736603
NDUFA3,530.766724,642.985291,361.038696
NDUFA4,1745.619263,2254.790039,2142.867188
NDUFA4L2,18.505779,24.181332,34.057774
NDUFA5,194.477859,269.386993,279.347931
NDUFA6,223.818451,272.870972,316.423401
NDUFA7,217.395294,218.451523,180.607605
NDUFA8,257.41098,316.959961,244.570816
NDUFA9,126.860695,119.445518,126.973015
NDUFAB1,281.792236,304.373444,247.399719
NDUFAF1,68.377815,83.614326,72.568558
NDUFAF2,41.506546,57.732712,60.067627
NDUFAF3,169.066162,202.029053,146.593018
NDUFAF4,45.557278,43.605812,45.367218
NDUFAF5,46.855782,31.012999,68.360535
NDUFAF6,18.721867,22.528627,28.08556
NDUFAF7,9.871775,5.940961,8.531892
NDUFAF8,100.601906,200.117813,111.5261
NDUFB1,222.629227,339.040009,235.963348
NDUFB10,258.288879,248.206299,347.172974
NDUFB11,423.227966,395.04422,322.607635
NDUFB2,447.101318,601.768616,505.645752
NDUFB3,99.424873,187.529175,96.922638
NDUFB4,350.119629,432.235596,430.882172
NDUFB5,200.281631,234.149521,105.005089
NDUFB6,178.65506,204.076202,219.308105
NDUFB7,342.111572,446.130829,470.952026
NDUFB8,760.048767,1030.918701,1043.962524
NDUFB9,720.077454,779.593933,1042.33606
NDUFC1,69.844078,93.434692,109.478928
NDUFC2,507.385803,612.715942,551.747192
NDUFS1,83.007469,75.408516,85.509697
NDUFS2,190.999191,213.82106,199.31015
NDUFS3,250.67012,280.817932,244.009506
NDUFS4,151.441269,230.902328,187.273605
NDUFS5,569.527832,858.9328,662.528381
NDUFS6,342.852783,390.224152,341.237305
NDUFS7,345.673676,403.734528,318.579559
NDUFS8,198.645828,212.583496,216.234406
NDUFV1,472.227814,395.007477,506.122406
NDUFV2,237.702713,205.167099,274.184692
NDUFV3,76.743034,115.495422,103.04319
NEB,0.46502,0.518896,0.291201
NEBL,47.941582,46.230236,38.096981
NECAB1,168.849564,158.515076,144.196533
NECAB2,101.94677,133.4496,77.982399
NECAB3,86.296165,63.389977,56.225853
NECAP1,66.913635,65.463623,47.833256
NECAP2,15.93081,25.496719,22.342308
NECTIN1,59.679611,33.630371,34.336376
NECTIN2,20.453255,19.892859,13.320542
NECTIN3,15.710046,17.425343,11.512807
NECTIN4,0.0,0.357237,0.0
NEDD1,1.402271,3.017057,3.23802
NEDD4,1.35798,1.622716,1.2059
NEDD4L,61.951836,47.158085,49.861134
NEDD8,427.875092,539.619507,539.460388
NEDD9,9.086002,5.465358,3.242032
NEFH,75.290695,36.623554,112.610535
NEFL,684.996216,419.767609,658.333374
NEFM,443.39682,239.477219,546.826721
NEGR1,59.685703,49.935925,41.344299
NEIL1,24.183155,20.644163,48.760845
NEIL2,16.360228,16.265196,22.439569
NEIL3,0.0,0.20329,0.0
NEK1,9.349621,9.650249,10.365046
NEK10,2.469906,1.833193,3.640332
NEK11,6.59289,6.262078,8.236897
NEK2,5.509023,6.429098,4.239354
NEK3,2.071224,1.729241,5.509558
NEK4,6.633063,6.794817,2.918123
NEK5,0.865179,1.139623,1.419841
NEK6,44.642097,44.761593,57.283627
NEK7,11.682259,16.964752,9.365732
NEK8,0.982074,1.860566,2.319854
NEK9,25.481747,25.25845,22.420122
NELFA,30.228868,27.802912,46.866096
NELFB,84.36232,83.956398,80.878159
NELFCD,46.96254,43.182922,53.182102
NELFE,60.920082,72.128189,68.981476
NELL1,35.291145,28.64439,13.459476
NELL2,273.206726,200.81041,276.972992
NEMF,47.041813,60.949524,42.185844
NEMP1,2.490156,2.910341,10.865551
NEMP2,0.909828,2.305622,1.654074
NENF,167.61203,190.993622,182.687653
NEO1,19.491156,15.42054,17.322697
NEPNP,0.0,0.0,0.0
NEPRO,17.35602,19.001593,15.355989
NES,21.598772,14.715331,16.726324
NET1,34.080879,49.253834,23.32382
NETO1,37.915634,29.818417,44.044216
NETO2,31.372736,27.573177,21.245243
NEU1,45.757568,43.092865,62.169968
NEU2,0.0,0.0,0.0
NEU3,6.486355,3.970364,11.335895
NEU4,11.108719,11.382761,6.95048
NEURL1,93.622734,92.939369,58.206207
NEURL1B,14.018071,11.417686,5.004984
NEURL2,10.305453,5.436034,14.524367
NEURL3,0.610952,0.952795,1.473336
NEURL4,48.171921,38.561226,41.783169
NEUROD1,14.132448,12.036955,8.515328
NEUROD2,88.995041,60.158039,56.718575
NEUROD4,0.0,0.174327,0.0
NEUROD6,46.18539,43.093914,52.316959
NEUROG1,0.0,0.0,0.0
NEUROG2,0.248594,0.474508,0.445571
NEUROG3,0.0,0.329444,0.0
NEXMIF,7.762562,5.32629,5.910462
NEXN,2.453046,3.257812,2.187703
NF1,23.80369,20.778292,16.508572
NF2,31.10656,23.859154,24.289629
NFAM1,0.650008,2.332782,0.876925
NFASC,43.036324,23.423731,40.388145
NFAT5,4.575519,2.914573,4.586931
NFATC1,1.035099,1.283529,1.502919
NFATC2,0.59102,1.663885,1.09454
NFATC2IP,11.661953,11.928201,17.988543
NFATC3,4.572533,7.40689,5.553474
NFATC4,4.13561,6.256263,5.111235
NFE2,0.0,1.772392,0.0
NFE2L1,187.457275,147.00647,162.588409
NFE2L2,30.057676,41.322121,29.94379
NFE2L3,2.156367,1.327326,2.336685
NFIA,18.670095,19.802338,17.827902
NFIB,22.927202,24.562868,19.858984
NFIC,67.251785,52.914326,45.424294
NFIL3,20.179625,12.070169,23.375711
NFILZ,0.0,0.0,0.0
NFIX,154.50206,99.046501,107.87249
NFKB1,10.015944,12.123377,12.261559
NFKB2,4.424486,4.424104,7.093563
